TANGGAL;ISSUE;TEKNISI;ACTION_PLAN;SPARE_PART;DURATION_MINUTES
27/09/2025;GEAR BOX FEEDER PROBLEM;"MAULANA
PEPEN
BUDI";ADJUSTMENT PRINTING PRESSURE;TIDAK;19
17/01/2025;PHOTOCELL SENSOR ERROR;SAMSUL;GANTI OIL GEAR BOX;TIDAK;10
14/06/2025;FEEDER ELEKTRIK;RIZKI;GANTI OIL GEAR BOX;TIDAK;8
24/06/2025;GEAR BOX FEEDER PROBLEM;"AGUS
FIKRI";PERBAIKAN PNEUMATIC FRAME LOCK;TIDAK;25
23/09/2024;FEEDER ELEKTRIK;BENJHONSON;GANTI OIL GEAR BOX;YA;24
11/01/2025;PHOTOCELL SENSOR ERROR;FIKRI;PERBAIKAN WIRING FEEDER;TIDAK;37
28/10/2024;IMPRESSION FEED ROLL F4 ABNORMAL;"INDARYONO
RIZKI";PERBAIKAN WIRING FEEDER;YA;14
30/11/2024;PRINTING BOTAK;AGUS;GANTI OIL GEAR BOX;TIDAK;28
13/06/2025;PREFEEDER FLEXO 4 ABNORMAL;DEDI;ADJUSTMENT PRINTING PRESSURE;TIDAK;31
25/10/2024;PHOTOCELL SENSOR ERROR;"SAMSUL
AGUS";GANTI OIL GEAR BOX;TIDAK;29
03/12/2024;IMPRESSION FEED ROLL F4 ABNORMAL;"INDARYONO
SAMSUL
JOKO";GANTI OIL GEAR BOX;TIDAK;10
10/07/2025;PRINTING BOTAK;"BUDI
BENJHONSON";GANTI OIL GEAR BOX;TIDAK;23
11/07/2025;PRINTING BOTAK;ACA;ADJUSTMENT PRINTING PRESSURE;TIDAK;27
07/02/2025;PREFEEDER FLEXO 4 ABNORMAL;RIZKI;PERBAIKAN PNEUMATIC FRAME LOCK;YA;20
15/06/2025;IMPRESSION FEED ROLL F4 ABNORMAL;JOKO;CLEANING & ADJUSTMENT PREFEEDER;YA;5
02/03/2025;FEEDER ELEKTRIK;AGUS;ADJUSTMENT PRINTING PRESSURE;TIDAK;23
05/06/2025;FEEDER ELEKTRIK;INDARYONO;PERBAIKAN WIRING FEEDER;TIDAK;117
23/12/2024;IMPRESSION FEED ROLL F4 ABNORMAL;"JOKO
BUDI";GANTI OIL GEAR BOX;TIDAK;15
26/12/2024;FEEDER ELEKTRIK;JOKO;CLEANING & ADJUSTMENT PREFEEDER;TIDAK;11
22/03/2025;PRINTING BOTAK;FIKRI;PERBAIKAN WIRING FEEDER;TIDAK;27
06/07/2025;FEEDER ELEKTRIK;JOKO;PERBAIKAN PNEUMATIC FRAME LOCK;TIDAK;26
03/10/2024;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;MAULANA;CLEANING & ADJUSTMENT PREFEEDER;YA;52
28/06/2025;PHOTOCELL SENSOR ERROR;"BENJHONSON
ALIF
AGUS";PERBAIKAN WIRING FEEDER;YA;7
14/12/2024;GEAR BOX FEEDER PROBLEM;"MAULANA
BENJHONSON";CLEANING & ADJUSTMENT PREFEEDER;TIDAK;36
04/09/2025;PRINTING BOTAK;ALIF;CLEANING & ADJUSTMENT PREFEEDER;YA;32
23/09/2024;IMPRESSION FEED ROLL F4 ABNORMAL;BUDI;PERBAIKAN WIRING FEEDER;YA;18
25/03/2025;IMPRESSION FEED ROLL F4 ABNORMAL;"INDARYONO
PEPEN
ALIF";GANTI BEARING IMPRESSION ROLL;TIDAK;26
12/05/2025;PREFEEDER FLEXO 4 ABNORMAL;MAULANA;PERBAIKAN WIRING FEEDER;YA;46
08/04/2025;IMPRESSION FEED ROLL F4 ABNORMAL;"INDARYONO
BENJHONSON
ACA";GANTI BEARING IMPRESSION ROLL;YA;40
18/06/2025;PRINTING BOTAK;"MAULANA
RIZKI";GANTI OIL GEAR BOX;TIDAK;8
18/09/2025;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;"PEPEN
DEDI";GANTI BEARING IMPRESSION ROLL;TIDAK;39
03/06/2025;FEEDER ELEKTRIK;"AGUS
INDARYONO";PERBAIKAN WIRING FEEDER;TIDAK;19
09/09/2025;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;"RIZKI
BUDI";CLEANING & ADJUSTMENT PREFEEDER;YA;21
18/01/2025;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;"ACA
JOKO";PERBAIKAN WIRING FEEDER;YA;21
25/12/2024;PHOTOCELL SENSOR ERROR;SAMSUL;CLEANING & ADJUSTMENT PREFEEDER;TIDAK;18
18/07/2025;PRINTING BOTAK;BUDI;ADJUSTMENT PRINTING PRESSURE;TIDAK;52
06/08/2025;FEEDER ELEKTRIK;"FIKRI
BENJHONSON";GANTI OIL GEAR BOX;TIDAK;19
22/03/2025;GEAR BOX FEEDER PROBLEM;"BUDI
RIZKI";GANTI BEARING IMPRESSION ROLL;TIDAK;8
15/03/2025;FEEDER ELEKTRIK;DEDI;PERBAIKAN PNEUMATIC FRAME LOCK;TIDAK;15
22/02/2025;FEEDER ELEKTRIK;ALIF;GANTI OIL GEAR BOX;YA;23
27/10/2024;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;"PEPEN
DEDI";PERBAIKAN WIRING FEEDER;YA;53
30/09/2024;PHOTOCELL SENSOR ERROR;"FIKRI
RIZKI
ALIF";CLEANING & ADJUSTMENT PREFEEDER;TIDAK;32
22/08/2025;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;MAULANA;PERBAIKAN PNEUMATIC FRAME LOCK;TIDAK;10
11/10/2024;PRINTING BOTAK;"DEDI
INDARYONO
BENJHONSON";PERBAIKAN WIRING FEEDER;TIDAK;146
21/09/2025;PHOTOCELL SENSOR ERROR;"FIKRI
JOKO";CLEANING & ADJUSTMENT PREFEEDER;TIDAK;25
08/02/2025;PREFEEDER FLEXO 4 ABNORMAL;"DEDI
AGUS";CLEANING & ADJUSTMENT PREFEEDER;YA;55
22/05/2025;FEEDER ELEKTRIK;ALIF;GANTI BEARING IMPRESSION ROLL;TIDAK;18
29/09/2024;PRINTING BOTAK;"INDARYONO
FIKRI";PERBAIKAN PNEUMATIC FRAME LOCK;TIDAK;31
02/08/2025;GEAR BOX FEEDER PROBLEM;"ACA
PEPEN";GANTI BEARING IMPRESSION ROLL;TIDAK;39
25/06/2025;IMPRESSION FEED ROLL F4 ABNORMAL;INDARYONO;GANTI BEARING IMPRESSION ROLL;TIDAK;53
12/03/2025;GEAR BOX FEEDER PROBLEM;FIKRI;GANTI OIL GEAR BOX;TIDAK;47
12/07/2025;PRINTING BOTAK;"RIZKI
JOKO";PERBAIKAN PNEUMATIC FRAME LOCK;TIDAK;40
12/04/2025;IMPRESSION FEED ROLL F4 ABNORMAL;INDARYONO;GANTI BEARING IMPRESSION ROLL;TIDAK;16
05/04/2025;PHOTOCELL SENSOR ERROR;RIZKI;ADJUSTMENT PRINTING PRESSURE;TIDAK;13
03/06/2025;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;"RIZKI
ACA";GANTI BEARING IMPRESSION ROLL;YA;26
08/12/2024;PHOTOCELL SENSOR ERROR;"FIKRI
SAMSUL";PERBAIKAN PNEUMATIC FRAME LOCK;TIDAK;42
06/11/2024;PREFEEDER FLEXO 4 ABNORMAL;ACA;ADJUSTMENT PRINTING PRESSURE;TIDAK;17
06/11/2024;PHOTOCELL SENSOR ERROR;"PEPEN
JOKO
ALIF";GANTI OIL GEAR BOX;TIDAK;47
28/09/2024;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;"AGUS
ALIF";PERBAIKAN WIRING FEEDER;TIDAK;64
25/02/2025;PREFEEDER FLEXO 4 ABNORMAL;INDARYONO;GANTI OIL GEAR BOX;TIDAK;10
22/11/2024;PHOTOCELL SENSOR ERROR;MAULANA;CLEANING & ADJUSTMENT PREFEEDER;YA;10
29/01/2025;PREFEEDER FLEXO 4 ABNORMAL;"JOKO
RIZKI";GANTI OIL GEAR BOX;TIDAK;18
07/02/2025;PRINTING BOTAK;FIKRI;GANTI BEARING IMPRESSION ROLL;TIDAK;26
05/10/2024;PRINTING BOTAK;MAULANA;PERBAIKAN PNEUMATIC FRAME LOCK;YA;13
22/01/2025;GEAR BOX FEEDER PROBLEM;MAULANA;GANTI BEARING IMPRESSION ROLL;TIDAK;59
07/01/2025;FEEDER ELEKTRIK;"AGUS
JOKO";PERBAIKAN PNEUMATIC FRAME LOCK;YA;28
25/09/2025;FEEDER ELEKTRIK;MAULANA;ADJUSTMENT PRINTING PRESSURE;TIDAK;21
23/05/2025;PRINTING BOTAK;"DEDI
RIZKI";PERBAIKAN WIRING FEEDER;YA;6
10/12/2024;PHOTOCELL SENSOR ERROR;PEPEN;PERBAIKAN WIRING FEEDER;TIDAK;7
03/03/2025;PRINTING BOTAK;FIKRI;GANTI BEARING IMPRESSION ROLL;TIDAK;25
09/11/2024;GEAR BOX FEEDER PROBLEM;"FIKRI
ACA";CLEANING & ADJUSTMENT PREFEEDER;TIDAK;5
09/10/2024;PREFEEDER FLEXO 4 ABNORMAL;"MAULANA
PEPEN
INDARYONO";CLEANING & ADJUSTMENT PREFEEDER;TIDAK;45
07/01/2025;PREFEEDER FLEXO 4 ABNORMAL;"FIKRI
RIZKI
ALIF";CLEANING & ADJUSTMENT PREFEEDER;TIDAK;18
25/02/2025;GEAR BOX FEEDER PROBLEM;"DEDI
JOKO";PERBAIKAN WIRING FEEDER;YA;268
25/04/2025;FEEDER ELEKTRIK;AGUS;CLEANING & ADJUSTMENT PREFEEDER;TIDAK;127
14/01/2025;FEEDER ELEKTRIK;ACA;CLEANING & ADJUSTMENT PREFEEDER;YA;17
10/08/2025;FEEDER ELEKTRIK;"FIKRI
BENJHONSON
BUDI";GANTI BEARING IMPRESSION ROLL;TIDAK;18
05/03/2025;PHOTOCELL SENSOR ERROR;INDARYONO;PERBAIKAN PNEUMATIC FRAME LOCK;TIDAK;44
09/01/2025;IMPRESSION FEED ROLL F4 ABNORMAL;"ALIF
ACA
AGUS";ADJUSTMENT PRINTING PRESSURE;TIDAK;78
14/09/2025;PREFEEDER FLEXO 4 ABNORMAL;MAULANA;PERBAIKAN PNEUMATIC FRAME LOCK;YA;5
09/12/2024;PREFEEDER FLEXO 4 ABNORMAL;"RIZKI
ACA
BUDI";PERBAIKAN WIRING FEEDER;TIDAK;5
16/08/2025;FEEDER ELEKTRIK;"MAULANA
RIZKI
DEDI";ADJUSTMENT PRINTING PRESSURE;YA;12
03/01/2025;GEAR BOX FEEDER PROBLEM;AGUS;GANTI OIL GEAR BOX;YA;32
09/05/2025;PREFEEDER FLEXO 4 ABNORMAL;BENJHONSON;PERBAIKAN WIRING FEEDER;TIDAK;30
14/03/2025;GEAR BOX FEEDER PROBLEM;MAULANA;ADJUSTMENT PRINTING PRESSURE;TIDAK;47
01/09/2025;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;"BUDI
INDARYONO
MAULANA";PERBAIKAN WIRING FEEDER;TIDAK;8
05/01/2025;PHOTOCELL SENSOR ERROR;ACA;GANTI BEARING IMPRESSION ROLL;YA;5
17/09/2024;PRINTING BOTAK;"FIKRI
BENJHONSON";GANTI BEARING IMPRESSION ROLL;TIDAK;40
16/05/2025;PHOTOCELL SENSOR ERROR;ACA;PERBAIKAN WIRING FEEDER;YA;10
17/02/2025;PHOTOCELL SENSOR ERROR;ACA;PERBAIKAN PNEUMATIC FRAME LOCK;YA;5
25/08/2025;PHOTOCELL SENSOR ERROR;"DEDI
MAULANA
BUDI";PERBAIKAN PNEUMATIC FRAME LOCK;TIDAK;22
14/04/2025;PRINTING BOTAK;"ACA
BUDI";PERBAIKAN PNEUMATIC FRAME LOCK;TIDAK;38
24/02/2025;PREFEEDER FLEXO 4 ABNORMAL;ACA;GANTI BEARING IMPRESSION ROLL;TIDAK;18
12/01/2025;IMPRESSION FEED ROLL F4 ABNORMAL;"INDARYONO
BUDI";CLEANING & ADJUSTMENT PREFEEDER;TIDAK;14
05/03/2025;GEAR BOX FEEDER PROBLEM;RIZKI;PERBAIKAN WIRING FEEDER;TIDAK;18
21/12/2024;PRINTING BOTAK;"FIKRI
BUDI
MAULANA";PERBAIKAN PNEUMATIC FRAME LOCK;TIDAK;15
02/01/2025;GEAR BOX FEEDER PROBLEM;"MAULANA
PEPEN";PERBAIKAN WIRING FEEDER;TIDAK;7
16/05/2025;FEEDER ELEKTRIK;"ACA
BUDI
JOKO";PERBAIKAN WIRING FEEDER;TIDAK;11
24/06/2025;PRINTING BOTAK;"BUDI
FIKRI";CLEANING & ADJUSTMENT PREFEEDER;TIDAK;30
02/10/2024;IMPRESSION FEED ROLL F4 ABNORMAL;RIZKI;PERBAIKAN WIRING FEEDER;YA;26
04/05/2025;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;RIZKI;GANTI OIL GEAR BOX;YA;23
08/01/2025;PRINTING BOTAK;INDARYONO;PERBAIKAN PNEUMATIC FRAME LOCK;TIDAK;9
04/06/2025;GEAR BOX FEEDER PROBLEM;"DEDI
ACA";CLEANING & ADJUSTMENT PREFEEDER;TIDAK;17
07/11/2024;PREFEEDER FLEXO 4 ABNORMAL;"AGUS
BENJHONSON";PERBAIKAN WIRING FEEDER;TIDAK;5
23/11/2024;FEEDER ELEKTRIK;BENJHONSON;PERBAIKAN WIRING FEEDER;YA;23
17/11/2024;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;"AGUS
BUDI
RIZKI";PERBAIKAN PNEUMATIC FRAME LOCK;TIDAK;63
20/11/2024;FEEDER ELEKTRIK;PEPEN;PERBAIKAN WIRING FEEDER;TIDAK;6
26/09/2024;GEAR BOX FEEDER PROBLEM;"BUDI
BENJHONSON";CLEANING & ADJUSTMENT PREFEEDER;YA;13
02/11/2024;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;INDARYONO;CLEANING & ADJUSTMENT PREFEEDER;YA;26
29/11/2024;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;MAULANA;GANTI OIL GEAR BOX;TIDAK;54
17/03/2025;PRINTING BOTAK;"JOKO
MAULANA";PERBAIKAN PNEUMATIC FRAME LOCK;YA;14
19/05/2025;PHOTOCELL SENSOR ERROR;"SAMSUL
AGUS
BUDI";GANTI OIL GEAR BOX;TIDAK;11
02/09/2025;PRINTING BOTAK;INDARYONO;PERBAIKAN WIRING FEEDER;YA;5
30/01/2025;PREFEEDER FLEXO 4 ABNORMAL;JOKO;PERBAIKAN PNEUMATIC FRAME LOCK;TIDAK;22
02/10/2024;GEAR BOX FEEDER PROBLEM;BUDI;GANTI BEARING IMPRESSION ROLL;TIDAK;102
30/07/2025;PREFEEDER FLEXO 4 ABNORMAL;"MAULANA
SAMSUL
BUDI";PERBAIKAN PNEUMATIC FRAME LOCK;TIDAK;25
20/01/2025;PRINTING BOTAK;"AGUS
PEPEN";CLEANING & ADJUSTMENT PREFEEDER;TIDAK;20
06/02/2025;PRINTING BOTAK;"ALIF
AGUS";PERBAIKAN PNEUMATIC FRAME LOCK;YA;26
02/09/2024;PREFEEDER FLEXO 4 ABNORMAL;"FIKRI
INDARYONO
RIZKI";ADJUSTMENT PRINTING PRESSURE;YA;20
02/09/2024;IMPRESSION FEED ROLL F4 ABNORMAL;ALIF;GANTI OIL GEAR BOX;TIDAK;10
14/03/2025;PRINTING BOTAK;ALIF;PERBAIKAN PNEUMATIC FRAME LOCK;YA;39
12/04/2025;PRINTING BOTAK;"JOKO
FIKRI
ACA";PERBAIKAN PNEUMATIC FRAME LOCK;YA;24
07/09/2024;GEAR BOX FEEDER PROBLEM;"ALIF
ACA";PERBAIKAN PNEUMATIC FRAME LOCK;YA;20
27/08/2025;PHOTOCELL SENSOR ERROR;ACA;PERBAIKAN PNEUMATIC FRAME LOCK;TIDAK;9
05/06/2025;IMPRESSION FEED ROLL F4 ABNORMAL;JOKO;PERBAIKAN WIRING FEEDER;TIDAK;57
16/01/2025;PHOTOCELL SENSOR ERROR;"RIZKI
INDARYONO";PERBAIKAN WIRING FEEDER;TIDAK;34
08/09/2024;IMPRESSION FEED ROLL F4 ABNORMAL;"FIKRI
BENJHONSON";ADJUSTMENT PRINTING PRESSURE;TIDAK;13
08/06/2025;PREFEEDER FLEXO 4 ABNORMAL;BUDI;CLEANING & ADJUSTMENT PREFEEDER;TIDAK;45
01/06/2025;GEAR BOX FEEDER PROBLEM;"SAMSUL
FIKRI";ADJUSTMENT PRINTING PRESSURE;YA;13
18/03/2025;FEEDER ELEKTRIK;"FIKRI
INDARYONO";PERBAIKAN WIRING FEEDER;YA;11
04/06/2025;PRINTING BOTAK;"BUDI
FIKRI";GANTI OIL GEAR BOX;TIDAK;11
31/10/2024;PRINTING BOTAK;"AGUS
FIKRI";GANTI OIL GEAR BOX;TIDAK;5
12/07/2025;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;INDARYONO;GANTI BEARING IMPRESSION ROLL;TIDAK;29
08/04/2025;PREFEEDER FLEXO 4 ABNORMAL;RIZKI;PERBAIKAN PNEUMATIC FRAME LOCK;TIDAK;5
21/04/2025;PRINTING BOTAK;DEDI;PERBAIKAN WIRING FEEDER;YA;7
04/11/2024;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;PEPEN;ADJUSTMENT PRINTING PRESSURE;TIDAK;5
21/04/2025;PHOTOCELL SENSOR ERROR;"BUDI
SAMSUL
FIKRI";CLEANING & ADJUSTMENT PREFEEDER;TIDAK;19
08/09/2024;IMPRESSION FEED ROLL F4 ABNORMAL;BUDI;PERBAIKAN PNEUMATIC FRAME LOCK;TIDAK;18
08/03/2025;PREFEEDER FLEXO 4 ABNORMAL;FIKRI;ADJUSTMENT PRINTING PRESSURE;TIDAK;15
19/02/2025;FEEDER ELEKTRIK;MAULANA;ADJUSTMENT PRINTING PRESSURE;TIDAK;9
22/04/2025;IMPRESSION FEED ROLL F4 ABNORMAL;"MAULANA
AGUS
PEPEN";ADJUSTMENT PRINTING PRESSURE;TIDAK;8
17/03/2025;FEEDER ELEKTRIK;FIKRI;PERBAIKAN PNEUMATIC FRAME LOCK;YA;29
05/06/2025;GEAR BOX FEEDER PROBLEM;"BUDI
PEPEN
ACA";PERBAIKAN PNEUMATIC FRAME LOCK;TIDAK;13
31/08/2025;FEEDER ELEKTRIK;"PEPEN
JOKO";GANTI BEARING IMPRESSION ROLL;YA;26
23/11/2024;PREFEEDER FLEXO 4 ABNORMAL;"RIZKI
ALIF";PERBAIKAN WIRING FEEDER;TIDAK;10
09/10/2024;PRINTING BOTAK;FIKRI;GANTI OIL GEAR BOX;TIDAK;23
05/09/2025;GEAR BOX FEEDER PROBLEM;ACA;CLEANING & ADJUSTMENT PREFEEDER;YA;57
11/06/2025;IMPRESSION FEED ROLL F4 ABNORMAL;"ACA
ALIF
RIZKI";PERBAIKAN PNEUMATIC FRAME LOCK;TIDAK;32
11/04/2025;PHOTOCELL SENSOR ERROR;"PEPEN
INDARYONO";PERBAIKAN WIRING FEEDER;YA;14
04/11/2024;PHOTOCELL SENSOR ERROR;RIZKI;PERBAIKAN PNEUMATIC FRAME LOCK;TIDAK;25
10/09/2024;GEAR BOX FEEDER PROBLEM;MAULANA;GANTI OIL GEAR BOX;TIDAK;16
22/12/2024;GEAR BOX FEEDER PROBLEM;JOKO;GANTI BEARING IMPRESSION ROLL;YA;20
24/04/2025;PREFEEDER FLEXO 4 ABNORMAL;PEPEN;GANTI BEARING IMPRESSION ROLL;TIDAK;15
30/11/2024;FEEDER ELEKTRIK;BUDI;PERBAIKAN WIRING FEEDER;TIDAK;18
05/09/2025;PHOTOCELL SENSOR ERROR;INDARYONO;PERBAIKAN PNEUMATIC FRAME LOCK;YA;24
07/05/2025;FEEDER ELEKTRIK;"BUDI
PEPEN
DEDI";GANTI OIL GEAR BOX;TIDAK;9
03/09/2025;PRINTING BOTAK;MAULANA;CLEANING & ADJUSTMENT PREFEEDER;TIDAK;9
08/10/2024;PRINTING BOTAK;"FIKRI
ALIF";PERBAIKAN PNEUMATIC FRAME LOCK;TIDAK;7
04/10/2024;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;BUDI;GANTI OIL GEAR BOX;YA;6
17/10/2024;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;"ALIF
INDARYONO";PERBAIKAN WIRING FEEDER;YA;8
26/04/2025;PHOTOCELL SENSOR ERROR;AGUS;PERBAIKAN PNEUMATIC FRAME LOCK;TIDAK;23
05/12/2024;PRINTING BOTAK;DEDI;PERBAIKAN PNEUMATIC FRAME LOCK;TIDAK;10
26/12/2024;PHOTOCELL SENSOR ERROR;"INDARYONO
SAMSUL";CLEANING & ADJUSTMENT PREFEEDER;YA;30
23/09/2024;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;"MAULANA
JOKO";PERBAIKAN WIRING FEEDER;TIDAK;21
15/08/2025;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;RIZKI;GANTI BEARING IMPRESSION ROLL;YA;5
17/05/2025;FEEDER ELEKTRIK;BUDI;GANTI OIL GEAR BOX;TIDAK;34
24/08/2025;IMPRESSION FEED ROLL F4 ABNORMAL;FIKRI;GANTI OIL GEAR BOX;YA;38
18/06/2025;FEEDER ELEKTRIK;"JOKO
SAMSUL";PERBAIKAN WIRING FEEDER;TIDAK;9
19/12/2024;PHOTOCELL SENSOR ERROR;"ALIF
PEPEN";PERBAIKAN WIRING FEEDER;TIDAK;28
21/01/2025;PRINTING BOTAK;JOKO;GANTI OIL GEAR BOX;YA;10
17/07/2025;PHOTOCELL SENSOR ERROR;"BUDI
PEPEN
RIZKI";CLEANING & ADJUSTMENT PREFEEDER;TIDAK;22
03/06/2025;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;FIKRI;GANTI OIL GEAR BOX;YA;7
19/09/2024;IMPRESSION FEED ROLL F4 ABNORMAL;INDARYONO;CLEANING & ADJUSTMENT PREFEEDER;TIDAK;5
15/06/2025;GEAR BOX FEEDER PROBLEM;"JOKO
BENJHONSON";GANTI OIL GEAR BOX;YA;15
06/10/2024;PRINTING BOTAK;BENJHONSON;GANTI OIL GEAR BOX;TIDAK;18
13/04/2025;IMPRESSION FEED ROLL F4 ABNORMAL;"FIKRI
BENJHONSON";GANTI BEARING IMPRESSION ROLL;YA;15
04/04/2025;FEEDER ELEKTRIK;JOKO;GANTI BEARING IMPRESSION ROLL;TIDAK;8
11/04/2025;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;"JOKO
RIZKI
BENJHONSON";PERBAIKAN WIRING FEEDER;TIDAK;15
22/12/2024;GEAR BOX FEEDER PROBLEM;ACA;PERBAIKAN WIRING FEEDER;TIDAK;25
09/12/2024;FEEDER ELEKTRIK;PEPEN;GANTI BEARING IMPRESSION ROLL;YA;19
15/03/2025;PHOTOCELL SENSOR ERROR;"ACA
JOKO
PEPEN";PERBAIKAN WIRING FEEDER;YA;23
17/02/2025;IMPRESSION FEED ROLL F4 ABNORMAL;RIZKI;ADJUSTMENT PRINTING PRESSURE;TIDAK;12
27/08/2025;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;"ALIF
RIZKI";PERBAIKAN WIRING FEEDER;TIDAK;51
28/02/2025;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;JOKO;CLEANING & ADJUSTMENT PREFEEDER;YA;8
17/06/2025;PREFEEDER FLEXO 4 ABNORMAL;"INDARYONO
SAMSUL
FIKRI";PERBAIKAN WIRING FEEDER;TIDAK;30
28/09/2025;IMPRESSION FEED ROLL F4 ABNORMAL;INDARYONO;ADJUSTMENT PRINTING PRESSURE;TIDAK;51
10/09/2025;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;"SAMSUL
MAULANA
BENJHONSON";PERBAIKAN PNEUMATIC FRAME LOCK;YA;29
22/10/2024;PRINTING BOTAK;"JOKO
MAULANA";PERBAIKAN WIRING FEEDER;YA;17
12/11/2024;IMPRESSION FEED ROLL F4 ABNORMAL;DEDI;ADJUSTMENT PRINTING PRESSURE;TIDAK;13
28/09/2024;GEAR BOX FEEDER PROBLEM;"PEPEN
FIKRI
AGUS";PERBAIKAN PNEUMATIC FRAME LOCK;TIDAK;46
03/09/2025;FEEDER ELEKTRIK;BENJHONSON;GANTI BEARING IMPRESSION ROLL;TIDAK;6
24/08/2025;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;"PEPEN
INDARYONO
MAULANA";GANTI OIL GEAR BOX;YA;9
03/12/2024;PRINTING BOTAK;FIKRI;PERBAIKAN WIRING FEEDER;TIDAK;15
01/10/2024;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;JOKO;GANTI OIL GEAR BOX;YA;54
11/10/2024;IMPRESSION FEED ROLL F4 ABNORMAL;ALIF;CLEANING & ADJUSTMENT PREFEEDER;YA;27
25/02/2025;PHOTOCELL SENSOR ERROR;"AGUS
FIKRI
SAMSUL";GANTI BEARING IMPRESSION ROLL;TIDAK;9
22/07/2025;FEEDER ELEKTRIK;INDARYONO;ADJUSTMENT PRINTING PRESSURE;TIDAK;16
23/09/2024;PHOTOCELL SENSOR ERROR;"MAULANA
RIZKI";GANTI OIL GEAR BOX;YA;12
06/11/2024;PRINTING BOTAK;"BUDI
INDARYONO";GANTI BEARING IMPRESSION ROLL;TIDAK;11
12/08/2025;IMPRESSION FEED ROLL F4 ABNORMAL;"INDARYONO
BENJHONSON
AGUS";PERBAIKAN PNEUMATIC FRAME LOCK;YA;44
05/09/2024;PRINTING BOTAK;AGUS;PERBAIKAN WIRING FEEDER;YA;7
03/02/2025;PHOTOCELL SENSOR ERROR;"INDARYONO
BENJHONSON
SAMSUL";PERBAIKAN PNEUMATIC FRAME LOCK;YA;72
21/01/2025;IMPRESSION FEED ROLL F4 ABNORMAL;INDARYONO;CLEANING & ADJUSTMENT PREFEEDER;TIDAK;39
24/09/2024;FEEDER ELEKTRIK;"DEDI
ACA";PERBAIKAN PNEUMATIC FRAME LOCK;YA;48
05/06/2025;IMPRESSION FEED ROLL F4 ABNORMAL;"SAMSUL
MAULANA
BENJHONSON";GANTI OIL GEAR BOX;TIDAK;14
13/07/2025;FEEDER ELEKTRIK;BUDI;GANTI BEARING IMPRESSION ROLL;TIDAK;18
25/09/2025;PHOTOCELL SENSOR ERROR;ALIF;GANTI OIL GEAR BOX;TIDAK;6
22/02/2025;PREFEEDER FLEXO 4 ABNORMAL;ALIF;ADJUSTMENT PRINTING PRESSURE;YA;13
18/09/2024;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;"RIZKI
SAMSUL";PERBAIKAN WIRING FEEDER;YA;30
27/07/2025;PNEUMATIC FRAME LOCK FLEXO 104 PRINT 1;"SAMSUL
JOKO";PERBAIKAN WIRING FEEDER;YA;56
08/10/2024;FEEDER ELEKTRIK;"DEDI
RIZKI";ADJUSTMENT PRINTING PRESSURE;TIDAK;8
23/09/2024;PHOTOCELL SENSOR ERROR;"BENJHONSON
RIZKI
BUDI";GANTI BEARING IMPRESSION ROLL;YA;15
02/09/2025;PREFEEDER FLEXO 4 ABNORMAL;"BENJHONSON
SAMSUL
ACA";GANTI BEARING IMPRESSION ROLL;TIDAK;18
24/08/2025;IMPRESSION FEED ROLL F4 ABNORMAL;INDARYONO;PERBAIKAN PNEUMATIC FRAME LOCK;TIDAK;7
10/05/2025;PRINTING BOTAK;"FIKRI
PEPEN";GANTI BEARING IMPRESSION ROLL;TIDAK;32
05/09/2024;PREFEEDER FLEXO 4 ABNORMAL;AGUS;GANTI BEARING IMPRESSION ROLL;YA;11
08/10/2024;PRINTING BOTAK;JOKO;GANTI BEARING IMPRESSION ROLL;TIDAK;17
06/11/2024;PRINTING BOTAK;ACA;PERBAIKAN PNEUMATIC FRAME LOCK;TIDAK;14
